,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,16,2018/11/2 16:01,8652,乗客アプリ（地図から）,4073,156,3,1,,2018/11/2 16:10,2018/11/2 16:15,35.447546 139.64358,横浜開港資料館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 16:13,2018/11/2 16:13,2018/11/2 16:22,2018/11/2 16:22,,2018/11/2 16:01,0:05:10,0:05:10,,00,09,,,2018/11/2 16:01,2018/11/2 16:15,43406.667361111143406.6770833333,#N/A,,,,
-,-,16,2018/11/2 16:05,8653,乗客アプリ（目的地から）,2589,493,6,1,,2018/11/2 16:09,2018/11/2 16:24,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.456605 139.635327,横浜ベイホテル東急,2018/11/2 16:10,2018/11/2 16:10,2018/11/2 16:18,2018/11/2 16:31,,2018/11/2 16:05,0:14:43,0:14:43,,00,03,,,2018/11/2 16:05,2018/11/2 16:24,43406.670138888943406.6833333333,#N/A,,,,
-,-,16,2018/11/2 16:07,8654,乗客アプリ（目的地から）,1263,532,2,1,,2018/11/2 16:14,2018/11/2 16:25,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 16:17,2018/11/2 16:17,2018/11/2 16:28,2018/11/2 16:28,,2018/11/2 16:07,0:10:53,0:10:53,,00,07,,,2018/11/2 16:07,2018/11/2 16:25,43406.671527777843406.6840277778,#N/A,,,,
★,-,16,2018/11/2 16:07,8655,乗客アプリ（地図から）,3615,607,4,2,,2018/11/2 16:16,2018/11/2 16:34,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 16:17,2018/11/2 16:17,2018/11/2 16:42,2018/11/2 16:42,2018/11/2 16:17,2018/11/2 16:17,0:17:39,0:35:18,,00,00,,,2018/11/2 16:07,2018/11/2 16:34,43406.671527777843406.6902777778,#N/A,,,,
★,-,16,2018/11/2 16:08,8656,乗客アプリ（地図から）,2548,4,6,1,,2018/11/2 16:16,2018/11/2 16:22,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/2 16:18,2018/11/2 16:18,2018/11/2 16:27,2018/11/2 16:25,2018/11/2 16:18,2018/11/2 16:18,0:05:51,0:05:51,,00,00,,,2018/11/2 16:08,2018/11/2 16:22,43406.672222222243406.6819444444,否定的,,,,
-,-,16,2018/11/2 16:12,8658,まちかど端末（乗降ポイントから）,0,709,1,2,,2018/11/2 16:21,2018/11/2 16:31,35.445857 139.647636,ホテルモントレ横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 16:23,2018/11/2 16:23,2018/11/2 16:43,2018/11/2 16:43,,2018/11/2 16:12,0:09:55,0:19:50,,00,09,,,2018/11/2 16:12,2018/11/2 16:31,43406.67543406.6881944444,#N/A,,,,
★,-,16,2018/11/2 16:13,8659,乗客アプリ（地図から）,4750,548,5,1,,2018/11/2 16:22,2018/11/2 16:42,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 16:23,2018/11/2 16:23,2018/11/2 16:38,2018/11/2 16:39,2018/11/2 16:23,2018/11/2 16:23,0:19:28,0:19:28,,00,00,,,2018/11/2 16:13,2018/11/2 16:42,43406.675694444443406.6958333333,#N/A,,,,
-,-,16,2018/11/2 16:15,8660,まちかど端末（店舗から）,0,655,3,3,,2018/11/2 16:18,2018/11/2 16:23,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 16:17,2018/11/2 16:17,2018/11/2 16:30,2018/11/2 16:30,,2018/11/2 16:15,0:04:14,0:12:42,,01,02,,,2018/11/2 16:15,2018/11/2 16:23,43406.677083333343406.6826388889,#N/A,,,,
-,-,16,2018/11/2 16:19,8664,乗客アプリ（目的地から）,4745,791,2,4,,2018/11/2 16:30,2018/11/2 16:46,35.443659 139.650847,横浜マリンタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 16:30,2018/11/2 16:30,2018/11/2 16:48,2018/11/2 16:48,,2018/11/2 16:19,0:15:59,1:03:56,,00,11,,,2018/11/2 16:19,2018/11/2 16:46,43406.679861111143406.6986111111,#N/A,,,,
-,-,16,2018/11/2 16:20,8666,乗客アプリ（地図から）,1214,473,7,2,,2018/11/2 16:24,2018/11/2 16:33,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 16:30,2018/11/2 16:30,2018/11/2 16:44,2018/11/2 16:44,,2018/11/2 16:20,0:08:12,0:16:24,,00,04,,,2018/11/2 16:20,2018/11/2 16:33,43406.680555555643406.6895833333,#N/A,,,,
-,-,16,2018/11/2 16:22,8667,乗客アプリ（地図から）,2051,728,3,1,,2018/11/2 16:29,2018/11/2 16:36,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/2 16:33,2018/11/2 16:33,2018/11/2 16:53,2018/11/2 16:53,,2018/11/2 16:22,0:07:19,0:07:19,,00,07,,,2018/11/2 16:22,2018/11/2 16:36,43406.681944444443406.6916666667,肯定的,,,,
-,-,16,2018/11/2 16:25,8668,まちかど端末（乗降ポイントから）,0,864,5,1,,2018/11/2 16:30,2018/11/2 16:49,35.441002 139.650809,横浜元町ショッピングストリート,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/2 16:29,2018/11/2 16:29,2018/11/2 16:55,2018/11/2 16:55,,2018/11/2 16:25,0:19:51,0:19:51,,00,04,,,2018/11/2 16:25,2018/11/2 16:49,43406.684027777843406.7006944444,#N/A,,,,
-,-,16,2018/11/2 16:27,8669,まちかど端末（乗降ポイントから）,0,276,6,1,,2018/11/2 16:31,2018/11/2 16:40,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.447541 139.644914,シルク博物館,2018/11/2 16:33,2018/11/2 16:33,2018/11/2 16:46,2018/11/2 16:46,,2018/11/2 16:27,0:08:30,0:08:30,,00,04,,,2018/11/2 16:27,2018/11/2 16:40,43406.685416666743406.6944444444,#N/A,,,,
-,-,16,2018/11/2 16:29,8670,乗客アプリ（地図から）,2589,225,8,1,,2018/11/2 16:35,2018/11/2 16:43,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/2 16:38,2018/11/2 16:38,2018/11/2 16:52,2018/11/2 16:52,,2018/11/2 16:29,0:08:12,0:08:12,,00,05,,,2018/11/2 16:29,2018/11/2 16:43,43406.686805555643406.6965277778,肯定的,,,,
-,-,16,2018/11/2 16:33,8671,乗客アプリWeb（目的地から）,4754,145,7,1,,2018/11/2 16:41,2018/11/2 16:47,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 16:42,2018/11/2 16:42,2018/11/2 16:51,2018/11/2 16:51,,2018/11/2 16:33,0:06:03,0:06:03,,00,07,,,2018/11/2 16:33,2018/11/2 16:47,43406.689583333343406.6993055556,肯定的,,,,
★,-,16,2018/11/2 16:35,8672,乗客アプリ（地図から）,4640,573,2,1,,2018/11/2 16:58,2018/11/2 17:07,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.443908 139.635249,イセザキ・モール,2018/11/2 16:44,2018/11/2 16:44,2018/11/2 16:55,2018/11/2 16:55,2018/11/2 16:44,2018/11/2 16:44,0:08:47,0:08:47,,13,13,,,2018/11/2 16:35,2018/11/2 17:07,43406.690972222243406.7131944444,#N/A,,,,
-,-,16,2018/11/2 16:41,8673,まちかど端末（店舗から）,0,744,1,3,,2018/11/2 16:53,2018/11/2 17:01,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 16:47,2018/11/2 16:47,2018/11/2 17:03,2018/11/2 17:03,,2018/11/2 16:41,0:07:41,0:23:03,,06,12,,,2018/11/2 16:41,2018/11/2 17:01,43406.695138888943406.7090277778,#N/A,,,,
-,-,16,2018/11/2 16:44,8675,乗客アプリ（地図から）,2589,11,8,1,,2018/11/2 16:46,2018/11/2 16:53,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/2 16:46,2018/11/2 16:46,2018/11/2 16:59,2018/11/2 16:59,,2018/11/2 16:44,0:06:35,0:06:35,,00,01,,,2018/11/2 16:44,2018/11/2 16:53,43406.697222222243406.7034722222,#N/A,,,,
-,-,16,2018/11/2 16:50,8677,乗客アプリ（地図から）,3880,355,3,1,,2018/11/2 16:53,2018/11/2 17:03,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/2 16:54,2018/11/2 16:54,2018/11/2 17:08,2018/11/2 17:08,,2018/11/2 16:50,0:10:07,0:10:07,,00,03,,,2018/11/2 16:50,2018/11/2 17:03,43406.701388888943406.7104166667,#N/A,,,,
-,-,16,2018/11/2 16:52,8680,乗客アプリ（地図から）,3884,1001,8,2,,2018/11/2 16:56,2018/11/2 17:05,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 16:56,2018/11/2 16:56,2018/11/2 17:06,2018/11/2 17:12,,2018/11/2 16:52,0:08:34,0:17:08,,00,04,,,2018/11/2 16:52,2018/11/2 17:05,43406.702777777843406.7118055556,#N/A,,,,
-,-,16,2018/11/2 16:52,8681,乗客アプリ（目的地から）,4757,106,4,1,,2018/11/2 17:00,2018/11/2 17:17,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/2 17:00,2018/11/2 17:00,2018/11/2 17:18,2018/11/2 17:26,,2018/11/2 16:52,0:17:06,0:17:06,,00,07,,,2018/11/2 16:52,2018/11/2 17:17,43406.702777777843406.7201388889,肯定的,,,,
-,-,16,2018/11/2 16:54,8684,乗客アプリ（目的地から）,3867,124,4,1,,2018/11/2 17:00,2018/11/2 17:09,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 17:00,2018/11/2 17:00,2018/11/2 17:17,2018/11/2 17:17,,2018/11/2 16:54,0:08:57,0:08:57,,00,05,,,2018/11/2 16:54,2018/11/2 17:09,43406.704166666743406.7145833333,#N/A,,,,
-,-,16,2018/11/2 16:55,8685,まちかど端末（乗降ポイントから）,0,58,8,1,,2018/11/2 16:58,2018/11/2 17:11,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 16:59,2018/11/2 16:59,2018/11/2 17:18,2018/11/2 17:18,,2018/11/2 16:55,0:13:33,0:13:33,,00,02,,,2018/11/2 16:55,2018/11/2 17:11,43406.704861111143406.7159722222,#N/A,,,,
★,☆,16,2018/11/2 16:00,8650,まちかど端末（店舗から）,0,221,6,1,2018/11/2 16:00,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.447541 139.644914,シルク博物館,2018/11/2 16:09,,2018/11/2 16:21,,2018/11/2 16:09,2018/11/2 16:09,0:00:00,0:00:00,,00,00,,,2018/11/2 16:00,1900/1/0 0:00,43406.66666666670,#N/A,,,,
★,☆,16,2018/11/2 16:09,8657,乗客アプリ（目的地から）,4745,197,5,1,2018/11/2 16:16,,,35.443659 139.650847,横浜マリンタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 16:19,,2018/11/2 16:34,,2018/11/2 16:19,2018/11/2 16:19,0:00:00,0:00:00,,00,00,,,2018/11/2 16:09,1900/1/0 0:00,43406.67291666670,#N/A,,,,
-,☆,16,2018/11/2 16:16,8662,乗客アプリ（目的地から）,1742,748,5,1,2018/11/2 16:16,,,35.441441 139.648505,横浜中華街朱雀門,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 16:26,,2018/11/2 16:50,,,2018/11/2 16:16,0:00:00,0:00:00,,00,09,,,2018/11/2 16:16,1900/1/0 0:00,43406.67777777780,#N/A,,,,
-,☆,16,2018/11/2 16:58,8686,乗客アプリ（地図から）,2171,444,3,1,2018/11/2 16:59,,,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 17:18,,2018/11/2 17:25,,,2018/11/2 16:58,0:00:00,0:00:00,,00,19,,,2018/11/2 16:58,1900/1/0 0:00,43406.70694444440,#N/A,,,,
-,☆,16,2018/11/2 16:59,8687,まちかど端末（店舗から）,0,177,3,1,2018/11/2 17:00,,,35.456605 139.635327,横浜ベイホテル東急,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 17:17,,2018/11/2 17:25,,,2018/11/2 16:59,0:00:00,0:00:00,,00,18,,,2018/11/2 16:59,1900/1/0 0:00,43406.70763888890,#N/A,,,,
★,-,17,2018/11/2 16:19,8663,乗客アプリ（簡単予約）,2200,233,6,1,,2018/11/2 17:17,2018/11/2 17:44,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.447541 139.644914,シルク博物館,2018/11/2 17:19,2018/11/2 17:19,2018/11/2 17:31,2018/11/2 17:42,2018/11/2 17:19,2018/11/2 17:19,0:27:46,0:27:46,764,00,00,12,10,2018/11/2 16:19,2018/11/2 17:44,43406.679861111143406.7388888889,#N/A,,,,
★,-,17,2018/11/2 16:20,8665,乗客アプリ（地図から）,2554,498,6,1,,2018/11/2 17:21,2018/11/2 17:28,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 17:20,2018/11/2 17:20,2018/11/2 17:28,2018/11/2 17:28,2018/11/2 17:20,2018/11/2 17:20,0:07:40,0:07:40,,01,01,,,2018/11/2 16:20,2018/11/2 17:28,43406.680555555643406.7277777778,#N/A,,,,
★,-,17,2018/11/2 16:43,8674,乗客アプリWeb（目的地から）,4622,594,7,1,,2018/11/2 17:42,2018/11/2 17:49,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 17:42,2018/11/2 17:44,2018/11/2 17:53,2018/11/2 18:00,2018/11/2 17:42,2018/11/2 17:42,0:06:44,0:06:44,,00,00,,,2018/11/2 16:43,2018/11/2 17:49,43406.696527777843406.7423611111,#N/A,,,,
★,-,17,2018/11/2 16:48,8676,乗客アプリ（地図から）,2644,77,5,3,,2018/11/2 17:46,2018/11/2 17:51,35.45435 139.631762,横浜ロイヤルパークホテル,35.448676 139.635696,横浜平和プラザホテル,2018/11/2 17:48,2018/11/2 17:48,2018/11/2 17:59,2018/11/2 17:59,2018/11/2 17:48,2018/11/2 17:48,0:05:31,0:16:33,,00,00,,,2018/11/2 16:48,2018/11/2 17:51,43406.743406.74375,#N/A,,,,
★,-,17,2018/11/2 16:50,8678,乗客アプリ（目的地から）,4033,869,9,4,,2018/11/2 17:03,2018/11/2 17:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/2 17:00,2018/11/2 17:00,2018/11/2 17:17,2018/11/2 17:17,2018/11/2 17:00,2018/11/2 17:00,0:09:16,0:37:04,,03,03,,,2018/11/2 16:50,2018/11/2 17:12,43406.701388888943406.7166666667,肯定的,,,,
★,-,17,2018/11/2 16:50,8679,乗客アプリ（目的地から）,3871,932,8,4,,2018/11/2 17:48,2018/11/2 17:53,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 17:50,2018/11/2 17:50,2018/11/2 18:01,2018/11/2 18:01,2018/11/2 17:50,2018/11/2 17:50,0:04:53,0:19:32,,00,00,,,2018/11/2 16:50,2018/11/2 17:53,43406.701388888943406.7451388889,肯定的,,,,
★,-,17,2018/11/2 16:53,8682,まちかど端末（店舗から）,0,877,5,1,,2018/11/2 17:03,2018/11/2 17:10,35.445857 139.647636,ホテルモントレ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 17:05,2018/11/2 17:05,2018/11/2 17:18,2018/11/2 17:18,2018/11/2 17:03,2018/11/2 17:03,0:07:14,0:07:14,,00,00,,,2018/11/2 16:53,2018/11/2 17:10,43406.703472222243406.7152777778,#N/A,,,,
★,-,17,2018/11/2 16:54,8683,乗客アプリ（目的地から）,4672,481,7,2,,2018/11/2 17:01,2018/11/2 17:10,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 17:04,2018/11/2 17:04,2018/11/2 17:17,2018/11/2 17:17,2018/11/2 17:04,2018/11/2 17:04,0:08:50,0:17:40,,00,00,,,2018/11/2 16:54,2018/11/2 17:10,43406.704166666743406.7152777778,#N/A,,,,
-,-,17,2018/11/2 17:00,8688,まちかど端末（乗降ポイントから）,0,748,10,1,,2018/11/2 17:07,2018/11/2 17:22,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 17:11,2018/11/2 17:11,2018/11/2 17:30,2018/11/2 17:34,,2018/11/2 17:00,0:15:26,0:15:26,,00,06,,,2018/11/2 17:00,2018/11/2 17:22,43406.708333333343406.7236111111,#N/A,,,,
★,-,17,2018/11/2 17:04,8689,乗客アプリ（地図から）,4732,327,10,1,,2018/11/2 17:10,2018/11/2 17:22,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 17:14,2018/11/2 17:14,2018/11/2 17:33,2018/11/2 17:33,2018/11/2 17:14,2018/11/2 17:14,0:12:08,0:12:08,,00,00,,,2018/11/2 17:04,2018/11/2 17:22,43406.711111111143406.7236111111,#N/A,,,,
-,-,17,2018/11/2 17:04,8690,乗客アプリ（地図から）,3217,244,8,1,,2018/11/2 17:06,2018/11/2 17:28,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443704 139.651332,ホテルメルパルク横浜,2018/11/2 17:07,2018/11/2 17:07,2018/11/2 17:30,2018/11/2 17:30,,2018/11/2 17:04,0:22:51,0:22:51,,00,01,,,2018/11/2 17:04,2018/11/2 17:28,43406.711111111143406.7277777778,肯定的,,,,
-,-,17,2018/11/2 17:07,8691,乗客アプリ（地図から）,1493,443,1,1,,2018/11/2 17:16,2018/11/2 17:22,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 17:17,2018/11/2 17:17,2018/11/2 17:26,2018/11/2 17:26,,2018/11/2 17:07,0:05:57,0:05:57,,00,09,,,2018/11/2 17:07,2018/11/2 17:22,43406.713194444443406.7236111111,#N/A,,,,
-,-,17,2018/11/2 17:10,8692,まちかど端末（乗降ポイントから）,0,493,3,1,,2018/11/2 17:12,2018/11/2 17:18,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/11/2 17:13,2018/11/2 17:13,2018/11/2 17:21,2018/11/2 17:21,,2018/11/2 17:10,0:05:03,0:05:03,,00,02,,,2018/11/2 17:10,2018/11/2 17:18,43406.715277777843406.7208333333,#N/A,,,,
-,-,17,2018/11/2 17:10,8693,乗客アプリ（簡単予約）,3732,451,9,1,,2018/11/2 17:13,2018/11/2 17:23,35.443908 139.635249,イセザキ・モール,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 17:14,2018/11/2 17:14,2018/11/2 17:26,2018/11/2 17:26,,2018/11/2 17:10,0:09:36,0:09:36,,00,03,,,2018/11/2 17:10,2018/11/2 17:23,43406.715277777843406.7243055556,#N/A,,,,
-,-,17,2018/11/2 17:11,8694,乗客アプリ（目的地から）,4330,666,2,1,,2018/11/2 17:22,2018/11/2 17:34,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 17:20,2018/11/2 17:20,2018/11/2 17:34,2018/11/2 17:34,,2018/11/2 17:11,0:11:44,0:11:44,,02,11,,,2018/11/2 17:11,2018/11/2 17:34,43406.715972222243406.7319444444,#N/A,,,,
-,-,17,2018/11/2 17:13,8696,乗客アプリ（目的地から）,1263,621,7,1,,2018/11/2 17:18,2018/11/2 17:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/11/2 17:20,2018/11/2 17:20,2018/11/2 17:30,2018/11/2 17:30,,2018/11/2 17:13,0:11:08,0:11:08,,00,05,,,2018/11/2 17:13,2018/11/2 17:29,43406.717361111143406.7284722222,肯定的,,,,
-,-,17,2018/11/2 17:18,8697,まちかど端末（乗降ポイントから）,0,963,3,1,,2018/11/2 17:21,2018/11/2 17:31,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443073 139.651914,横浜人形の家,2018/11/2 17:23,2018/11/2 17:23,2018/11/2 17:36,2018/11/2 17:36,,2018/11/2 17:18,0:09:41,0:09:41,,00,02,,,2018/11/2 17:18,2018/11/2 17:31,43406.720833333343406.7298611111,肯定的,,,,
-,-,17,2018/11/2 17:19,8699,乗客アプリ（目的地から）,3765,89,9,2,,2018/11/2 17:30,2018/11/2 17:53,35.456605 139.635327,横浜ベイホテル東急,35.445857 139.647636,ホテルモントレ横浜,2018/11/2 17:42,2018/11/2 17:42,2018/11/2 17:56,2018/11/2 18:05,,2018/11/2 17:19,0:22:22,0:44:44,,00,11,,,2018/11/2 17:19,2018/11/2 17:53,43406.721527777843406.7451388889,#N/A,,,,
-,-,17,2018/11/2 17:19,8700,まちかど端末（乗降ポイントから）,0,892,10,1,,2018/11/2 17:29,2018/11/2 17:39,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 17:30,2018/11/2 17:31,2018/11/2 17:41,2018/11/2 17:45,,2018/11/2 17:19,0:09:56,0:09:56,,00,10,,,2018/11/2 17:19,2018/11/2 17:39,43406.721527777843406.7354166667,#N/A,,,,
-,-,17,2018/11/2 17:22,8704,乗客アプリ（地図から）,3462,659,5,1,,2018/11/2 17:29,2018/11/2 17:58,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/2 17:34,2018/11/2 17:34,2018/11/2 18:04,2018/11/2 18:04,,2018/11/2 17:22,0:28:15,0:28:15,,00,07,,,2018/11/2 17:22,2018/11/2 17:58,43406.723611111143406.7486111111,#N/A,,,,
-,-,17,2018/11/2 17:24,8705,乗客アプリ（地図から）,2275,856,10,1,,2018/11/2 17:39,2018/11/2 17:57,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/2 17:38,2018/11/2 17:39,2018/11/2 17:58,2018/11/2 18:03,,2018/11/2 17:24,0:18:33,0:18:33,,00,14,,,2018/11/2 17:24,2018/11/2 17:57,43406.72543406.7479166667,#N/A,,,,
-,-,17,2018/11/2 17:24,8706,乗客アプリ（地図から）,3048,366,4,1,,2018/11/2 17:31,2018/11/2 18:00,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 17:37,2018/11/2 17:37,2018/11/2 18:00,2018/11/2 18:00,,2018/11/2 17:24,0:29:07,0:29:07,,00,06,,,2018/11/2 17:24,2018/11/2 18:00,43406.72543406.75,#N/A,,,,
★,-,17,2018/11/2 17:24,8707,乗客アプリ（簡単予約）,3808,915,6,1,,2018/11/2 17:38,2018/11/2 17:41,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 17:36,2018/11/2 17:36,2018/11/2 17:43,2018/11/2 17:43,2018/11/2 17:34,2018/11/2 17:34,0:03:36,0:03:36,,01,03,,,2018/11/2 17:24,2018/11/2 17:41,43406.72543406.7368055556,#N/A,,,,
-,-,17,2018/11/2 17:31,8711,まちかど端末（店舗から）,0,198,6,6,,2018/11/2 17:49,2018/11/2 17:58,35.443704 139.651332,ホテルメルパルク横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/11/2 17:53,2018/11/2 17:53,2018/11/2 18:11,2018/11/2 18:11,,2018/11/2 17:31,0:08:38,0:51:48,,00,18,,,2018/11/2 17:31,2018/11/2 17:58,43406.729861111143406.7486111111,#N/A,,,,
-,-,17,2018/11/2 17:32,8712,まちかど端末（店舗から）,0,331,4,3,,2018/11/2 17:40,2018/11/2 18:08,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 17:41,2018/11/2 17:44,2018/11/2 18:01,2018/11/2 18:11,,2018/11/2 17:32,0:27:49,1:23:27,,00,08,,,2018/11/2 17:32,2018/11/2 18:08,43406.730555555643406.7555555556,#N/A,,,,
-,-,17,2018/11/2 17:32,8713,乗客アプリ（目的地から）,4730,325,9,1,,2018/11/2 17:39,2018/11/2 17:43,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/2 17:43,2018/11/2 17:43,2018/11/2 17:53,2018/11/2 17:53,,2018/11/2 17:32,0:03:11,0:03:11,,00,07,,,2018/11/2 17:32,2018/11/2 17:43,43406.730555555643406.7381944444,#N/A,,,,
-,-,17,2018/11/2 17:33,8714,まちかど端末（店舗から）,0,348,8,5,,2018/11/2 17:54,2018/11/2 18:08,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 18:01,2018/11/2 18:01,2018/11/2 18:16,2018/11/2 18:24,,2018/11/2 17:33,0:13:47,1:08:55,,00,20,,,2018/11/2 17:33,2018/11/2 18:08,43406.7312543406.7555555556,#N/A,,,,
★,-,17,2018/11/2 17:35,8716,乗客アプリ（地図から）,1605,171,10,1,,2018/11/2 17:51,2018/11/2 18:13,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/11/2 17:57,2018/11/2 17:57,2018/11/2 18:20,2018/11/2 18:20,2018/11/2 17:45,2018/11/2 17:45,0:22:04,0:22:04,,00,06,,,2018/11/2 17:35,2018/11/2 18:13,43406.732638888943406.7590277778,否定的,,,,
-,-,17,2018/11/2 17:35,8717,まちかど端末（乗降ポイントから）,0,303,3,1,,2018/11/2 17:45,2018/11/2 17:53,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 17:46,2018/11/2 17:46,2018/11/2 17:59,2018/11/2 17:59,,2018/11/2 17:35,0:07:40,0:07:40,,00,10,,,2018/11/2 17:35,2018/11/2 17:53,43406.732638888943406.7451388889,#N/A,,,,
★,-,17,2018/11/2 17:37,8719,まちかど端末（店舗から）,0,307,4,1,,2018/11/2 17:46,2018/11/2 17:54,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/2 17:46,2018/11/2 17:46,2018/11/2 17:57,2018/11/2 17:57,2018/11/2 17:46,2018/11/2 17:46,0:07:48,0:07:48,,00,00,,,2018/11/2 17:37,2018/11/2 17:54,43406.734027777843406.7458333333,#N/A,,,,
